,Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Churn,Intl_Plan,Vmail_Plan,Day_Calls,Day_Charge,Eve_Calls,Eve_Charge,Night_Calls,Night_Charge,Intl_Calls,Intl_Charge,State
0,0.6764894644252237,1.23488273525042,1.566766952415641,-0.07060961956549795,0.8667432223656151,-0.08500822876431867,-0.4279320210630441,0,0,1,0.476643152060273,1.567036253258606,-0.0559403500169171,-0.07042665429713242,-0.4654943645078401,0.8660285110202662,-0.6011950896927287,-0.08569049528844314,0
1,0.14906504689790906,1.307948438976426,-0.33373776358506635,-0.10808035589345673,1.0585707388766072,1.2404816915093566,-0.4279320210630441,0,0,1,1.1245028401090709,-0.3340129691068927,0.14486652839599168,-0.10754944386278925,0.14782466971457295,1.059389938853732,-0.6011950896927287,1.2411686024880157,0
2,0.9025285005083585,-0.5917598578997325,1.1683036448096953,-1.5733833607183665,-0.756869056557316,0.7031209130200288,-1.1882184955849664,0,0,0,0.6759845945368261,1.1684640015240215,0.496278565618582,-1.573899631706233,0.19893458923310736,-0.7555707360376639,0.21153386343883274,0.6971563723996674,1
3,-0.4285902675367689,-0.5917598578997325,2.1965960515347147,-2.7428647629541287,-0.0785511373483445,-1.3030259933401287,0.3323544534588781,0,1,0,-1.4669359120861205,2.196758808167177,-0.6081592656524162,-2.7432675030244225,-0.5677142035449089,-0.07880573862053343,1.0242628165703942,-1.3064008652427854,0
4,-0.6546293036199038,-0.5917598578997325,-0.2400897051154664,-1.03893233204064,-0.27631146364833614,-0.049184176865030266,1.0926409279808003,0,1,0,0.6261492339176878,-0.24004064959223445,1.0986992008573082,-1.0379393573520632,1.0678032210481925,-0.27656174435930514,-0.6011950896927287,-0.04588472235514963,0
5,0.4253349798884072,-0.5917598578997325,0.8010563566936167,0.38692779243904973,0.059881091061649634,-1.4104981490379942,-1.1882184955849664,0,1,0,-0.12138117536938654,0.8012158562943223,0.044463089189537286,0.3866476922300167,0.9144734624925892,0.06182075434926011,0.6178983400046135,-1.4125495930649024,0
6,0.5006813252494522,1.1618170315244136,0.705572061783436,2.909299990515846,0.2319325749426421,-0.9806095262465319,1.0926409279808003,0,0,1,-0.6197347815607694,0.7050832535724314,0.39587512641212763,2.908677208346826,0.9144734624925892,0.23320929265619608,1.0242628165703942,-0.9746860907986711,0
7,1.153682985045175,-0.5917598578997325,-0.4182046398517643,-1.9303414278426045,0.21611174883864312,-1.1239057338436862,-1.1882184955849664,0,1,0,-1.0682530271330142,-0.4182640141889998,-0.30694894803305306,-1.93120648127568,-0.20994476691516797,0.2156309810349715,0.6178983400046135,-1.1206405915540814,0
8,0.40021953143472555,-0.5917598578997325,0.08676038130784378,2.9704364550509372,0.2952158793586398,-0.5507209034550697,-0.4279320210630441,0,0,0,-0.17121653598852482,0.0872422563036441,-1.0097730224782338,2.971321915738872,-0.5166042840263745,0.29473338333048094,-0.194830613126948,-0.5500911795102038,0
9,1.002990294323085,2.111671179962493,1.4474115837779153,0.41453780868070356,2.4824450882365463,0.34488039402714343,-1.1882184955849664,0,1,1,-0.8190762240373226,1.4471405352571456,0.5464802852218092,0.41448978440425954,-0.15883484739663356,2.4832331801728906,0.21153386343883274,0.33890441600002347,0
